V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,Y
0,0,1,0,0,0,0,0,0,0.0,0,-0.6841916496526169,-0.2833593802738037,0,0,0,0.0,0,1,0,0.0,0,0,0,0,-0.09416184040419864,0,0,0,1,-0.007644311188471031,0.0,0,0,0,-1.216722576595936,0,0,0,1,0,0,0,1,0,0,-0.2555786597620539,0,0,0,0,0.0,1,0,0,0,-0.7718109760583733,0,0,0,0,0,0,0,0,0,0,0,-1.146477242023883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164102912766814,0,0,-0.762762851811934,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7285111224190736,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0.0,0,-0.3985380914768907,-0.1151404477904643,0,0,0,0.0,0,0,0,0.0,0,0,0,0,-0.07306673742383105,0,0,0,1,-0.02246786739901482,0.0,0,0,0,-0.2952486738004304,0,0,0,0,0,1,0,1,0,0,-0.05259940381596271,0,0,1,0,0.0,0,1,0,0,-0.4261231370897934,0,0,0,0,0,0,0,0,0,0,0,-0.1328084200933741,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.1762615144296167,0,0,-0.336845533732112,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2853624584185376,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0,0,-0.8944779919461747,-0.1288099929195331,0,0,0,0.0,0,1,0,0.0,0,0,0,0,0.02092290461608027,0,0,0,1,-0.00503153499506849,0.0,0,0,0,-1.19460278860543,0,0,0,0,0,0,1,1,0,0,-0.1599343162130411,0,0,0,0,0.0,0,0,0,0,-0.8483476285914989,0,0,0,0,0,0,0,0,0,0,1,-1.278027317874796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2538002254127842,0,1,-0.762762851811934,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9737379171816529,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0.0,0,-0.6731739695701976,-0.3587911647584303,0,0,0,0.0,0,1,0,0.0,0,0,0,0,-0.02244995305825084,0,0,0,1,-0.04728604843542231,0.0,0,0,0,-0.774811147148847,0,0,0,0,0,0,0,1,0,0,-0.03175719781893695,0,0,0,0,0.0,0,0,1,0,-0.7216332576668527,0,0,0,0,0,0,0,0,0,0,0,-0.7820628019471844,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.03259830211120712,0,0,-0.603043857532001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.167555097685481,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0.0,0,1.560966238638359,-0.4655485899919982,0,0,0,0.0,0,1,0,0.77485936,1,0,0,0,0.0593039741888605,0,0,0,1,-0.1178255767447428,0.0,0,0,0,1.314738858156054,0,0,0,0,0,0,0,1,0,0,-0.1689004378485702,0,0,0,0,0.0,0,1,0,0,1.461492891359373,0,0,0,0,0,0,1,0,0,0,0,1.574275786605415,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.1795190483813145,0,0,1.100625414787287,0.63213367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.592502824362654,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0,0,-0.7255659258999024,-0.1834530713640379,1,0,0,0.0,0,1,0,0.0,1,0,0,0,-0.03376820740099408,0,0,0,1,-0.1246257899200259,0.0,0,0,0,-1.077700669244314,1,0,0,0,0,0,0,1,0,0,0.4690849711765439,0,0,0,0,0.0,0,0,0,0,-0.6430237793898785,0,0,0,0,0,0,0,0,0,0,0,-0.5157201476952766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03579093188035521,0,0,-0.762762851811934,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.551479408189793,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0,0,-0.09103015639626147,-0.3544110643402387,0,0,0,0.0,1,0,0,0.0,0,0,0,0,-0.1153555242054144,0,0,0,1,-0.08558285396650302,0.0,0,0,0,0.8663045015347232,0,0,0,0,0,1,0,1,0,0,-0.2239633877209141,0,0,0,0,0.0,0,0,0,0,0.05877441800089687,0,0,0,0,1,1,0,0,0,0,0,0.04073866366561214,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.2142793725279787,0,0,0.5149891024275317,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.287130477693269,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0,0,1.780626868824045,-0.3079882224310688,0,0,0,0.0,0,1,0,0.0,1,0,0,0,0.001935482558593965,0,0,0,1,-0.2043753802354132,0.0,0,0,0,1.645619457478613,0,0,0,0,0,0,0,1,0,0,-0.195697682215648,0,0,0,0,0.0,0,0,0,0,2.024257753583324,0,0,1,0,0,1,0,0,0,0,0,1.775698903559311,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.1180698654496607,0,0,1.792741056666998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4854370629872155,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0.0,0,2.030213310681561,-0.3502586977460796,1,0,0,0.55783415,0,0,0,0.0,0,0,0,0,-0.07489093889736964,0,0,0,1,0.02246541699489651,0.0,0,0,0,1.774109943453154,0,0,0,0,0,1,0,1,0,0,-0.1478683828780238,0,0,0,0,0.82995244,0,0,0,0,1.942410154596592,0,1,0,0,0,0,0,0,0,0,0,1.720798220064058,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.2687375698477631,0,0,1.792741056666998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6727087525169145,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0.0,0,0.2709740994799082,-0.2164222961753987,0,0,0,0.0,0,0,0,0.0,0,0,0,0,-0.01366026337366796,0,0,0,1,0.07941460996801665,0.0,0,0,0,0.5164804506223466,0,0,0,0,0,1,0,1,0,0,0.0004839344370579368,0,0,0,0,0.0,0,0,0,0,0.2243643089929671,0,0,0,0,0,0,0,0,0,1,0,0.7575614679130789,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.04600521230390861,0,0,0.0358321195877319,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.487571875676879,0,0,0,0,1,1,0
0,0,0,0,0,0,1,0,0,0.0,0,-0.6674762935386902,-0.1244922331397124,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0.01341761736635295,0,0,0,1,-0.1864261030505534,0.0,0,0,0,-1.184393009384672,0,0,0,0,0,1,0,1,0,0,-0.2088249130070879,0,0,0,0,0.0,0,1,0,0,-0.8279700843304466,0,0,0,0,0,0,0,0,0,0,0,-0.9594880082421767,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.09355067876573307,0,0,-0.762762851811934,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.423688465486555,0,0,0,0,0,0,0
